,SPY,QQQ,EEM,VT,ESGV,VSGX,VTI,GLD,cash_balance,total_value
2021-01-09,59,64,57,45,55,44,52,0,-48128.990005493164,19216.15062713623
2021-01-10,59,64,57,45,55,44,52,0,-48128.990005493164,19216.15062713623
2021-01-11,60,65,58,46,56,45,53,0,-49300.83002090454,18565.781005859375
2021-01-12,61,66,59,47,57,46,54,0,-50474.250019073486,18641.69998550415
2021-01-13,62,67,60,48,58,47,55,0,-51651.440032958984,18877.76089477539
2021-01-14,63,68,61,49,59,48,56,0,-52826.24002456665,18713.759536743164
2021-01-15,64,69,62,50,60,49,57,0,-53991.02001571655,18111.459400177002
2021-01-16,64,69,62,50,60,49,57,0,-53991.02001571655,18111.459400177002
2021-01-17,64,69,62,50,60,49,57,0,-53991.02001571655,18111.459400177002
2021-01-18,64,69,62,50,60,49,57,0,-53991.02001571655,18111.459400177002
2021-01-19,65,70,63,51,61,50,58,0,-55167.970012664795,18875.569843292236
2021-01-20,66,71,64,52,62,51,59,0,-56363.910011291504,20096.699878692627
2021-01-21,67,72,65,53,63,52,60,0,-57562.99998474121,20315.62816619873
2021-01-22,68,73,66,54,64,53,61,0,-58757.960010528564,20050.561752319336
2021-01-23,68,73,66,54,64,53,61,0,-58757.960010528564,20050.561752319336
2021-01-24,68,73,66,54,64,53,61,0,-58757.960010528564,20050.561752319336
2021-01-25,69,74,67,55,65,54,62,0,-59958.71001815796,20445.980388641357
2021-01-26,70,75,68,56,66,55,63,0,-61157.620025634766,20333.90044403076
2021-01-27,71,76,69,57,67,56,64,0,-62325.980030059814,18248.72020339966
2021-01-28,72,77,70,58,68,57,65,0,-63503.220039367676,18856.720684051514
2021-01-29,73,78,71,59,69,58,66,0,-64656.84005355835,17200.380905151367
2021-01-30,73,78,71,59,69,58,66,0,-64656.84005355835,17200.380905151367
2021-01-31,73,78,71,59,69,58,66,0,-64656.84005355835,17200.380905151367
2021-02-01,74,79,72,60,70,59,67,0,-65833.23007583618,18831.72165298462
2021-02-02,75,80,73,61,71,60,68,0,-67026.88005828857,20080.54857635498
2021-02-03,76,81,74,62,72,61,69,0,-68220.35006713867,20053.340633392334
2021-02-04,77,82,75,63,73,62,70,0,-69426.15005874634,20978.469261169434
2021-02-05,78,83,76,64,74,63,71,0,-70637.5700378418,21392.238235473633
2021-02-06,78,83,76,64,74,63,71,0,-70637.5700378418,21392.238235473633
2021-02-07,78,83,76,64,74,63,71,0,-70637.5700378418,21392.238235473633
2021-02-08,79,84,77,65,75,64,72,0,-71857.52003860474,22039.019912719727
2021-02-09,80,85,78,66,76,65,73,0,-73078.58005523682,22113.171257019043
2021-02-10,81,86,79,67,77,66,74,0,-74298.75003433228,22039.328311920166
2021-02-11,82,87,80,68,78,67,75,0,-75523.84001541138,22425.41834640503
2021-02-12,83,88,81,69,79,68,76,0,-76754.82004928589,22899.492767333984
2021-02-13,83,88,81,69,79,68,76,0,-76754.82004928589,22899.492767333984
2021-02-14,83,88,81,69,79,68,76,0,-76754.82004928589,22899.492767333984
2021-02-15,83,88,81,69,79,68,76,0,-76754.82004928589,22899.492767333984
2021-02-16,84,89,82,70,80,69,77,0,-77984.55004119873,22788.199340820312
2021-02-17,85,90,83,71,81,70,78,1,-79377.88005065918,22563.830558776855
2021-02-18,86,91,84,72,82,71,79,1,-80598.28005599976,22022.500385284424
2021-02-19,87,92,85,73,83,72,80,1,-81818.00004196167,21945.03868484497
2021-02-20,87,92,85,73,83,72,80,1,-81818.00004196167,21945.03868484497
2021-02-21,87,92,85,73,83,72,80,1,-81818.00004196167,21945.03868484497
2021-02-22,88,93,86,74,84,73,81,1,-83019.89003753662,20398.909660339355
2021-02-23,89,94,87,75,85,74,82,1,-84221.73003768921,20385.580123901367
2021-02-24,90,95,88,76,86,75,83,1,-85433.58003997803,21264.440116882324
2021-02-25,91,96,89,77,87,76,84,1,-86612.78001022339,18362.367259979248
2021-02-26,92,97,90,78,88,77,85,1,-87788.01000595093,18034.29972076416
2021-02-27,92,97,90,78,88,77,85,1,-87788.01000595093,18034.29972076416
2021-02-28,92,97,90,78,88,77,85,1,-87788.01000595093,18034.29972076416
2021-03-01,93,98,91,79,89,78,86,1,-88993.90998840332,20805.678382873535
2021-03-02,94,99,92,80,90,79,87,1,-90187.46998596191,19663.299823760986
2021-03-03,95,99,93,81,91,80,88,1,-91051.88000106812,17781.61176300049
2021-03-04,95,99,94,82,91,81,89,1,-91456.83000564575,16143.942478179932
2021-03-05,96,99,95,83,92,82,90,1,-92322.6900100708,17882.639739990234
2021-03-06,96,99,95,83,92,82,90,1,-92322.6900100708,17882.639739990234
2021-03-07,96,99,95,83,92,82,90,1,-92322.6900100708,17882.639739990234
2021-03-08,97,99,96,84,93,83,91,1,-93182.18001937866,16433.481075286865
2021-03-09,98,99,97,85,94,84,92,1,-94055.14002227783,18856.32925415039
2021-03-10,99,99,98,86,95,85,93,1,-94932.62001800537,19194.88996887207
2021-03-11,100,100,99,87,96,86,94,1,-96139.64002990723,20991.531135559082
2021-03-12,101,101,100,88,97,87,95,1,-97343.77001571655,20704.908573150635
2021-03-13,101,101,100,88,97,87,95,1,-97343.77001571655,20704.908573150635
2021-03-14,101,101,100,88,97,87,95,1,-97343.77001571655,20704.908573150635
2021-03-15,102,102,101,89,98,88,96,1,-98556.37001419067,21542.189781188965
2021-03-16,103,103,102,90,99,89,97,1,-99769.57999801636,21608.708347320557
2021-03-17,104,104,103,91,100,90,98,1,-100987.18000030518,22047.710220336914
2021-03-18,105,104,104,92,101,91,99,1,-101868.9700126648,19630.762161254883
2021-03-19,106,104,105,93,102,92,100,1,-102749.80001831055,19639.6421585083
2021-03-20,106,104,105,93,102,92,100,1,-102749.80001831055,19639.6421585083
2021-03-21,106,104,105,93,102,92,100,1,-102749.80001831055,19639.6421585083
2021-03-22,107,105,106,94,103,93,101,1,-103954.07999038696,20710.077102661133
2021-03-23,108,105,107,95,104,94,102,1,-104830.50999450684,19619.960556030273
2021-03-24,109,105,107,96,105,94,103,1,-105587.75998687744,18326.028800964355
2021-03-25,110,105,107,97,106,94,104,1,-106349.03999328613,18750.719116210938
2021-03-26,111,105,108,98,107,95,105,1,-107237.61000061035,20787.700855255127
2021-03-27,111,105,108,98,107,95,105,1,-107237.61000061035,20787.700855255127
2021-03-28,111,105,108,98,107,95,105,1,-107237.61000061035,20787.700855255127
2021-03-29,112,105,108,99,108,96,106,1,-108070.68000411987,20506.06089401245
2021-03-30,113,105,108,100,109,97,107,1,-108902.51001739502,20217.752223968506
2021-03-31,114,105,109,101,110,98,108,1,-109791.28000640869,21148.579250335693
2021-04-01,115,106,110,102,111,99,109,1,-111015.04999542236,22859.398712158203
2021-04-02,115,106,110,102,111,99,109,1,-111015.04999542236,22859.398712158203
2021-04-03,115,106,110,102,111,99,109,1,-111015.04999542236,22859.398712158203
2021-04-04,115,106,110,102,111,99,109,1,-111015.04999542236,22859.398712158203
2021-04-05,116,107,111,103,112,100,110,1,-112256.53996658325,24793.196842193604
2021-04-06,117,108,112,104,113,101,111,1,-113497.33996963501,24723.040328979492
2021-04-07,118,109,113,105,114,102,112,1,-114738.06995010376,24717.937885284424
2021-04-08,119,110,114,106,115,103,113,1,-115987.43993377686,25681.218170166016
2021-04-09,120,111,114,107,116,104,114,1,-117190.04990005493,26456.626194000244
2021-04-10,120,111,114,107,116,104,114,1,-117190.04990005493,26456.626194000244
2021-04-11,120,111,114,107,116,104,114,1,-117190.04990005493,26456.626194000244
2021-04-12,121,112,114,108,117,105,115,1,-118391.87992095947,26337.93250656128
2021-04-13,122,113,114,109,118,106,116,1,-119600.55991744995,27141.539653778076
2021-04-14,123,114,114,110,119,107,117,1,-120802.86994934082,26435.603969573975
2021-04-15,124,115,115,111,120,108,118,1,-122073.6099357605,28158.678462982178
2021-04-16,125,116,116,112,121,109,119,1,-123347.71995162964,28559.211986541748
2021-04-17,125,116,116,112,121,109,119,1,-123347.71995162964,28559.211986541748
2021-04-18,125,116,116,112,121,109,119,1,-123347.71995162964,28559.211986541748
2021-04-19,126,117,117,113,122,110,120,1,-124613.94994735718,27622.379459381104
2021-04-20,127,118,117,114,123,111,121,1,-125815.97996902466,26369.52257156372
2021-04-21,128,119,117,115,124,112,122,1,-127029.70998382568,27829.32196044922
2021-04-22,129,120,117,116,125,113,123,1,-128232.41999053955,26456.550537109375
2021-04-23,130,121,118,117,126,114,124,1,-129503.81999969482,28277.081047058105
2021-04-24,130,121,118,117,126,114,124,1,-129503.81999969482,28277.081047058105
2021-04-25,130,121,118,117,126,114,124,1,-129503.81999969482,28277.081047058105
2021-04-26,131,122,119,118,127,115,125,1,-130779.85999298096,28848.789039611816
2021-04-27,132,123,120,119,128,116,126,1,-132053.869972229,28600.587379455566
2021-04-28,133,124,121,120,129,117,127,1,-133327.34996795654,28530.4594039917
2021-04-29,134,125,122,121,130,118,128,1,-134605.9299621582,29189.75926208496
2021-04-30,135,126,122,122,131,119,129,1,-135820.459941864,27911.327377319336
2021-05-01,135,126,122,122,131,119,129,1,-135820.459941864,27911.327377319336
2021-05-02,135,126,122,122,131,119,129,1,-135820.459941864,27911.327377319336
2021-05-03,136,127,122,123,132,120,130,1,-137035.37995147705,27967.02133178711
2021-05-04,137,127,122,124,133,120,131,1,-137844.8299560547,26249.592308044434
2021-05-05,138,127,122,125,134,121,132,1,-138717.87994766235,26265.678672790527
2021-05-06,139,127,122,126,135,122,133,1,-139596.90996551514,27446.433799743652
2021-05-07,140,128,122,127,136,123,134,1,-140817.28997802734,28814.0714263916
2021-05-08,140,128,122,127,136,123,134,1,-140817.28997802734,28814.0714263916
2021-05-09,140,128,122,127,136,123,134,1,-140817.28997802734,28814.0714263916
2021-05-10,141,128,122,128,137,124,135,1,-141694.0599746704,26340.14072418213
2021-05-11,142,128,122,129,138,124,136,1,-142500.16996765137,25223.128913879395
2021-05-12,143,128,122,129,138,124,136,1,-142905.57997131348,21370.362663269043
2021-05-13,144,128,122,130,139,124,137,1,-143703.119972229,22971.44938659668
2021-05-14,145,128,122,131,140,124,138,1,-144513.41995239258,25901.21940612793
2021-05-15,145,128,122,131,140,124,138,1,-144513.41995239258,25901.21940612793
2021-05-16,145,128,122,131,140,124,138,1,-144513.41995239258,25901.21940612793
2021-05-17,146,128,122,132,141,124,139,1,-145321.72994232178,25346.389358520508
2021-05-18,147,128,122,133,142,124,140,1,-146124.0199432373,24349.5701751709
2021-05-19,148,128,122,134,143,124,141,1,-146923.93992614746,23995.71711730957
2021-05-20,149,128,122,135,144,125,142,1,-147796.4799194336,26194.06721496582
2021-05-21,150,128,122,136,145,125,143,1,-148604.50992584229,25750.992301940918
2021-05-22,150,128,122,136,145,125,143,1,-148604.50992584229,25750.992301940918
2021-05-23,150,128,122,136,145,125,143,1,-148604.50992584229,25750.992301940918
2021-05-24,151,128,122,137,146,126,144,1,-149484.6099319458,27744.75254058838
2021-05-25,152,128,122,138,147,127,145,1,-150363.2299118042,27646.177375793457
2021-05-26,153,128,122,139,148,128,146,1,-151244.06993103027,28167.23331451416
2021-05-27,154,128,122,140,149,129,147,1,-152125.93994903564,28156.313400268555
2021-05-28,155,128,122,141,150,130,148,1,-153009.49996185303,28582.690872192383
2021-05-29,155,128,122,141,150,130,148,1,-153009.49996185303,28582.690872192383
2021-05-30,155,128,122,141,150,130,148,1,-153009.49996185303,28582.690872192383
2021-05-31,155,128,122,141,150,130,148,1,-153009.49996185303,28582.690872192383
2021-06-01,156,128,123,142,151,131,149,1,-153949.63997650146,28648.653160095215
2021-06-02,157,128,124,143,152,132,150,1,-154891.1199684143,28931.7088432312
2021-06-03,158,128,124,144,153,133,151,1,-155772.59995651245,27822.798404693604
2021-06-04,159,128,125,145,154,134,152,1,-156718.15996551514,29835.01219558716
2021-06-05,159,128,125,145,154,134,152,1,-156718.15996551514,29835.01219558716
2021-06-06,159,128,125,145,154,134,152,1,-156718.15996551514,29835.01219558716
2021-06-07,160,128,125,146,155,135,153,1,-157607.69998168945,29920.063133239746
2021-06-08,161,128,125,147,156,136,154,1,-158497.69998931885,29980.362239837646
2021-06-09,162,128,125,148,157,137,155,1,-159385.79997253418,29677.976760864258
2021-06-10,163,129,125,149,158,138,156,1,-160618.53995513916,30823.017070770264
2021-06-11,164,130,125,150,159,139,157,1,-161853.9299468994,31191.049102783203
2021-06-12,164,130,125,150,159,139,157,1,-161853.9299468994,31191.049102783203
2021-06-13,164,130,125,150,159,139,157,1,-161853.9299468994,31191.049102783203
2021-06-14,165,131,125,151,160,140,158,1,-163094.38996887207,31920.523151397705
2021-06-15,166,132,125,152,161,141,159,1,-164330.66999053955,31269.16339492798
2021-06-16,167,132,125,153,162,142,160,1,-165219.60997009277,30197.05813217163
2021-06-17,168,133,125,154,163,142,161,1,-166388.25996398926,30705.769554138184
2021-06-18,168,134,125,154,163,142,162,1,-166947.63996887207,28049.732944488525
2021-06-19,168,134,125,154,163,142,162,1,-166947.63996887207,28049.732944488525
2021-06-20,168,134,125,154,163,142,162,1,-166947.63996887207,28049.732944488525
2021-06-21,169,135,125,155,164,142,163,1,-168113.7099456787,30184.926834106445
2021-06-22,170,136,125,156,165,142,164,1,-169287.239944458,31278.20922088623
2021-06-23,171,137,125,157,166,142,165,1,-170460.11993408203,31179.078758239746
2021-06-24,172,138,125,158,167,142,166,1,-171639.75995635986,32391.423782348633
2021-06-25,173,139,125,159,168,142,167,1,-172822.00994110107,32936.33793640137
2021-06-26,173,139,125,159,168,142,167,1,-172822.00994110107,32936.33793640137
2021-06-27,173,139,125,159,168,142,167,1,-172822.00994110107,32936.33793640137
2021-06-28,174,140,125,160,169,142,168,1,-174009.7999420166,33733.79043197632
2021-06-29,175,141,125,161,170,142,169,1,-175199.22994232178,33970.879863739014
2021-06-30,176,142,125,162,171,142,170,1,-176388.12994384766,33788.97091674805
2021-07-01,177,143,125,163,172,142,171,1,-177581.4899368286,34518.029163360596
2021-07-02,178,144,125,164,173,142,172,1,-178784.46995544434,36080.78233337402
2021-07-03,178,144,125,164,173,142,172,1,-178784.46995544434,36080.78233337402
2021-07-04,178,144,125,164,173,142,172,1,-178784.46995544434,36080.78233337402
2021-07-05,178,144,125,164,173,142,172,1,-178784.46995544434,36080.78233337402
2021-07-06,179,145,125,165,174,142,173,1,-179987.18994903564,35797.72859954834
2021-07-07,180,146,125,166,175,142,174,1,-181192.94995880127,36334.04110336304
2021-07-08,181,147,125,166,176,142,175,2,-182454.86994934082,34438.37983703613
2021-07-09,182,148,125,167,177,142,176,2,-183663.05995178223,36745.690380096436
2021-07-10,182,148,125,167,177,142,176,2,-183663.05995178223,36745.690380096436
2021-07-11,182,148,125,167,177,142,176,2,-183663.05995178223,36745.690380096436
2021-07-12,183,149,125,168,178,142,177,2,-184875.34994506836,37470.81841278076
2021-07-13,184,150,125,168,179,142,178,2,-185979.81995391846,36815.20154571533
2021-07-14,185,151,125,168,180,142,179,2,-187085.2699508667,37043.87923049927
2021-07-15,186,152,125,168,181,142,180,2,-188185.56993103027,36083.69612503052
2021-07-16,187,153,125,168,182,142,181,2,-189277.23992919922,34329.83985519409
2021-07-17,187,153,125,168,182,142,181,2,-189277.23992919922,34329.83985519409
2021-07-18,187,153,125,168,182,142,181,2,-189277.23992919922,34329.83985519409
2021-07-19,187,154,125,168,182,142,181,2,-189631.90994262695,31418.1808052063
2021-07-20,188,155,125,168,183,142,182,2,-190725.34995269775,34388.79161071777
2021-07-21,189,156,125,168,184,142,183,2,-191827.67993927002,36270.58765792847
2021-07-22,190,157,125,168,185,142,184,2,-192933.6799468994,36922.051486968994
2021-07-23,191,158,125,168,186,142,185,2,-194051.55996704102,39035.433795928955
2021-07-24,191,158,125,168,186,142,185,2,-194051.55996704102,39035.433795928955
2021-07-25,191,158,125,168,186,142,185,2,-194051.55996704102,39035.433795928955
2021-07-26,192,159,125,168,187,142,186,2,-195171.30994415283,39171.6255531311
2021-07-27,193,160,125,168,188,142,187,2,-196283.24994659424,37485.720542907715
2021-07-28,194,161,125,168,189,142,188,2,-197396.86991119385,38125.85396194458
2021-07-29,195,162,125,168,190,142,189,2,-198514.2899093628,39016.95858001709
2021-07-30,196,163,125,168,191,142,190,2,-199625.89992523193,37736.07253265381
2021-07-31,196,163,125,168,191,142,190,2,-199625.89992523193,37736.07253265381
2021-08-01,196,163,125,168,191,142,190,2,-199625.89992523193,37736.07253265381
2021-08-02,197,164,125,168,192,142,191,2,-200736.17992401123,37592.9900970459
2021-08-03,198,165,125,168,193,142,192,2,-201854.39991760254,39276.66846084595
2021-08-04,199,166,125,168,194,142,193,2,-202969.73992919922,38682.812675476074
2021-08-05,200,167,125,168,195,142,194,2,-204092.36994934082,40140.013454437256
2021-08-06,201,168,125,168,196,142,195,3,-205379.06992340088,39949.325733184814
2021-08-07,201,168,125,168,196,142,195,3,-205379.06992340088,39949.325733184814
2021-08-08,201,168,125,168,196,142,195,3,-205379.06992340088,39949.325733184814
2021-08-09,202,169,125,168,197,142,196,3,-206501.3299407959,39980.392921447754
2021-08-10,203,170,125,168,198,142,197,3,-207622.31992340088,39819.41696166992
2021-08-11,204,171,125,168,199,142,198,3,-208744.32991790771,40189.93916320801
2021-08-12,205,172,125,168,200,142,199,3,-209869.90990447998,40780.79723358154
2021-08-13,206,173,125,168,201,142,200,3,-210997.89991760254,41281.60189437866
2021-08-14,206,173,125,168,201,142,200,3,-210997.89991760254,41281.60189437866
2021-08-15,206,173,125,168,201,142,200,3,-210997.89991760254,41281.60189437866
2021-08-16,207,174,125,168,202,142,201,3,-212127.2999343872,41410.89268875122
2021-08-17,208,175,125,168,203,142,202,3,-213248.21995544434,39382.084060668945
2021-08-18,208,176,125,168,203,142,202,3,-213610.4299468994,37014.066734313965
2021-08-19,208,177,125,168,203,142,202,3,-213974.3899383545,37158.895851135254
2021-08-20,209,178,126,168,204,142,202,3,-214917.61993408203,39245.19895172119
2021-08-21,209,178,126,168,204,142,202,3,-214917.61993408203,39245.19895172119
2021-08-22,209,178,126,168,204,142,202,3,-214917.61993408203,39245.19895172119
2021-08-23,210,179,126,168,205,142,203,3,-216051.85996246338,42027.15502166748
2021-08-24,211,180,126,168,206,142,204,3,-217188.9599609375,42904.399337768555
2021-08-25,212,181,126,168,207,142,205,3,-218328.2999572754,43403.9496383667
2021-08-26,213,182,126,168,208,142,205,3,-219230.28997802734,41740.474197387695
2021-08-27,214,183,126,168,209,142,206,3,-220373.45998382568,44302.54024505615
2021-08-28,214,183,126,168,209,142,206,3,-220373.45998382568,44302.54024505615
2021-08-29,214,183,126,168,209,142,206,3,-220373.45998382568,44302.54024505615
2021-08-30,215,184,126,168,210,142,207,3,-221524.1300048828,45826.603660583496
2021-08-31,216,185,126,168,211,142,208,3,-222673.27001190186,45645.71097564697
2021-09-01,217,186,126,168,212,142,209,3,-223823.85998535156,46203.61421203613
2021-09-02,218,187,126,168,213,142,210,3,-224976.63997650146,46710.947929382324
2021-09-03,219,188,126,168,214,142,211,3,-226130.4599609375,47031.16654205322
2021-09-04,219,188,126,168,214,142,211,3,-226130.4599609375,47031.16654205322
2021-09-05,219,188,126,168,214,142,211,3,-226130.4599609375,47031.16654205322
2021-09-06,219,188,126,168,214,142,211,3,-226130.4599609375,47031.16654205322
2021-09-07,220,189,126,168,215,142,212,3,-227281.87993621826,46484.42533874512
2021-09-08,221,190,126,168,216,142,213,3,-228430.6999359131,45677.77035522461
2021-09-09,222,191,126,168,217,142,213,3,-229343.1799468994,44689.631690979004
2021-09-10,222,192,126,168,217,142,213,3,-229719.7699432373,42690.64027404785
2021-09-11,222,192,126,168,217,142,213,3,-229719.7699432373,42690.64027404785
2021-09-12,222,192,126,168,217,142,213,3,-229719.7699432373,42690.64027404785
2021-09-13,222,193,126,168,217,142,213,3,-230096.09992980957,43150.59508514404
2021-09-14,222,194,126,168,217,142,213,3,-230471.3599395752,41822.64608001709
2021-09-15,222,195,126,168,217,142,213,3,-230849.40992736816,43849.30014038086
2021-09-16,222,196,126,168,217,142,213,3,-231227.71992492676,43533.92403411865
2021-09-17,222,197,126,168,217,142,213,3,-231601.54991149902,40457.02377319336
2021-09-18,222,197,126,168,217,142,213,3,-231601.54991149902,40457.02377319336
2021-09-19,222,197,126,168,217,142,213,3,-231601.54991149902,40457.02377319336
2021-09-20,222,197,126,168,217,142,213,3,-231601.54991149902,35306.34622192383
2021-09-21,222,197,126,168,217,142,213,3,-231601.54991149902,35485.16078186035
2021-09-22,222,197,126,168,217,142,213,3,-231601.54991149902,38037.75957489014
2021-09-23,222,198,126,168,217,142,213,3,-231974.52992248535,41023.76985168457
2021-09-24,222,199,126,168,217,142,213,3,-232347.85990905762,40926.47790527344
2021-09-25,222,199,126,168,217,142,213,3,-232347.85990905762,40926.47790527344
2021-09-26,222,199,126,168,217,142,213,3,-232347.85990905762,40926.47790527344
2021-09-27,222,199,126,168,217,142,213,3,-232347.85990905762,39912.18579864502
2021-09-28,222,199,126,168,217,142,213,3,-232347.85990905762,33779.45893096924
2021-09-29,222,199,126,168,217,142,213,3,-232347.85990905762,33742.744216918945
2021-09-30,222,199,126,168,217,142,213,3,-232347.85990905762,31542.12127685547
2021-10-01,222,199,126,168,217,142,213,3,-232347.85990905762,34103.51543426514
2021-10-02,222,199,126,168,217,142,213,3,-232347.85990905762,34103.51543426514
2021-10-03,222,199,126,168,217,142,213,3,-232347.85990905762,34103.51543426514
2021-10-04,222,199,126,168,217,142,213,3,-232347.85990905762,29967.790328979492
2021-10-05,222,199,126,168,217,142,213,3,-232347.85990905762,32756.06219482422
2021-10-06,222,199,126,168,217,142,213,3,-232347.85990905762,33801.080070495605
2021-10-07,222,199,126,168,217,142,213,3,-232347.85990905762,36313.451583862305
2021-10-08,222,199,126,168,217,142,213,3,-232347.85990905762,35610.577796936035
2021-10-09,222,199,126,168,217,142,213,3,-232347.85990905762,35610.577796936035
2021-10-10,222,199,126,168,217,142,213,3,-232347.85990905762,35610.577796936035
2021-10-11,222,199,126,168,217,142,213,3,-232347.85990905762,33744.90174865723
2021-10-12,222,199,126,168,217,142,213,3,-232347.85990905762,33167.69310760498
2021-10-13,222,199,126,168,217,142,213,3,-232347.85990905762,34698.308349609375
2021-10-14,222,199,126,168,217,142,213,3,-232347.85990905762,39077.98076629639
2021-10-15,222,199,126,168,217,142,213,3,-232347.85990905762,40970.79795837402
2021-10-16,222,199,126,168,217,142,213,3,-232347.85990905762,40970.79795837402
2021-10-17,222,199,126,168,217,142,213,3,-232347.85990905762,40970.79795837402
2021-10-18,222,199,126,168,217,142,213,3,-232347.85990905762,42231.38076019287
2021-10-19,222,199,126,168,217,142,213,3,-232347.85990905762,44341.44273376465
2021-10-20,222,199,126,168,217,142,213,3,-232347.85990905762,44975.6929397583
2021-10-21,222,199,126,168,217,142,213,3,-232347.85990905762,45829.286628723145
2021-10-22,222,199,126,168,217,142,213,3,-232347.85990905762,44986.221115112305
2021-10-23,222,199,126,168,217,142,213,3,-232347.85990905762,44986.221115112305
2021-10-24,222,199,126,168,217,142,213,3,-232347.85990905762,44986.221115112305
2021-10-25,222,199,126,168,217,142,213,3,-232347.85990905762,46792.026107788086
2021-10-26,222,199,126,168,217,142,213,3,-232347.85990905762,47049.748191833496
2021-10-27,222,200,126,168,217,142,213,3,-232727.85990905762,46137.981269836426
2021-10-28,222,201,126,168,217,142,213,3,-233112.07991027832,48943.643226623535
2021-10-29,222,202,126,168,217,142,213,3,-233498.18989562988,49419.77826690674
2021-10-30,222,202,126,168,217,142,213,3,-233498.18989562988,49419.77826690674
2021-10-31,222,202,126,168,217,142,213,3,-233498.18989562988,49419.77826690674
2021-11-01,222,203,126,168,217,142,213,3,-233885.61988830566,50435.25975036621
2021-11-02,222,204,126,168,217,142,213,3,-234274.66987609863,51308.576889038086
2021-11-03,223,205,126,168,218,142,213,3,-235219.60987091064,53509.800468444824
2021-11-04,224,206,126,168,219,142,214,3,-236413.60987091064,55324.640045166016
2021-11-05,225,207,126,168,220,142,215,3,-237610.77987670898,56075.19076538086
2021-11-06,225,207,126,168,220,142,215,3,-237610.77987670898,56075.19076538086
2021-11-07,225,207,126,168,220,142,215,3,-237610.77987670898,56075.19076538086
2021-11-08,226,208,126,168,221,142,216,3,-238808.3398590088,56297.51629638672
2021-11-09,227,209,126,168,222,142,217,3,-240000.5598678589,55050.111419677734
2021-11-10,227,210,126,168,222,142,217,3,-240390.0698776245,51995.45952606201
2021-11-11,227,211,126,168,222,142,217,3,-240780.6598739624,52588.1469039917
2021-11-12,228,212,126,168,223,142,217,3,-241730.11987304688,54991.550437927246
2021-11-13,228,212,126,168,223,142,217,3,-241730.11987304688,54991.550437927246
2021-11-14,228,212,126,168,223,142,217,3,-241730.11987304688,54991.550437927246
2021-11-15,229,213,126,168,224,142,217,3,-242679.57984924316,54945.40490722656
2021-11-16,230,214,126,168,225,142,217,3,-243634.1898651123,56324.37236022949
2021-11-17,230,215,126,168,226,142,217,3,-244119.409866333,55693.23157501221
2021-11-18,231,216,126,168,227,143,217,3,-245142.7198791504,56997.672607421875
2021-11-19,231,217,126,168,228,143,217,3,-245634.42987060547,56960.110874176025
2021-11-20,231,217,126,168,228,143,217,3,-245634.42987060547,56960.110874176025
2021-11-21,231,217,126,168,228,143,217,3,-245634.42987060547,56960.110874176025
2021-11-22,231,218,126,168,228,143,217,3,-246033.72985839844,55029.679527282715
2021-11-23,231,219,126,168,228,143,217,3,-246431.20986938477,54737.18162918091
2021-11-24,231,220,126,168,228,143,217,3,-246829.9698791504,55502.04442214966
2021-11-25,231,220,126,168,228,143,217,3,-246829.9698791504,55502.04442214966
2021-11-26,231,221,126,168,228,143,217,3,-247221.16989135742,48943.094062805176
2021-11-27,231,221,126,168,228,143,217,3,-247221.16989135742,48943.094062805176
2021-11-28,231,221,126,168,228,143,217,3,-247221.16989135742,48943.094062805176
2021-11-29,231,222,126,168,228,143,217,3,-247620.85989379883,53061.12422180176
2021-11-30,231,223,126,168,228,143,217,3,-248014.67990112305,47902.410678863525
2021-12-01,231,223,126,168,228,143,217,3,-248014.67990112305,44076.278995513916
2021-12-02,231,224,126,168,228,143,217,3,-248404.58990478516,47821.83806991577
2021-12-03,231,224,126,168,228,143,217,3,-248404.58990478516,44252.664810180664
2021-12-04,231,224,126,168,228,143,217,3,-248404.58990478516,44252.664810180664
2021-12-05,231,224,126,168,228,143,217,3,-248404.58990478516,44252.664810180664
2021-12-06,231,224,126,168,228,143,217,3,-248404.58990478516,47367.22641372681
2021-12-07,231,225,126,168,228,143,217,4,-248969.22988891602,54331.65591812134
2021-12-08,231,226,126,168,228,143,217,4,-249368.83987426758,55434.95369338989
2021-12-09,231,227,126,168,228,143,217,4,-249762.5698852539,52423.98458480835
2021-12-10,231,228,126,168,228,143,217,4,-250160.57989501953,55019.36990356445
2021-12-11,231,228,126,168,228,143,217,4,-250160.57989501953,55019.36990356445
2021-12-12,231,228,126,168,228,143,217,4,-250160.57989501953,55019.36990356445
2021-12-13,231,229,126,168,228,143,217,4,-250552.83990478516,51629.15497970581
2021-12-14,231,229,126,168,228,143,217,4,-250552.83990478516,49222.78049850464
2021-12-15,231,230,126,168,228,143,217,4,-250949.88989257812,54348.83862686157
2021-12-16,231,230,126,168,228,143,217,4,-250949.88989257812,50122.05392074585
2021-12-17,231,230,126,168,228,143,217,4,-250949.88989257812,47358.0101890564
2021-12-18,231,230,126,168,228,143,217,4,-250949.88989257812,47358.0101890564
2021-12-19,231,230,126,168,228,143,217,4,-250949.88989257812,47358.0101890564
2021-12-20,231,230,126,168,228,143,217,4,-250949.88989257812,43851.3532371521
2021-12-21,231,230,126,168,228,143,217,4,-250949.88989257812,49568.98675918579
2021-12-22,231,230,126,168,228,143,217,4,-250949.88989257812,52697.475048065186
2021-12-23,231,231,126,168,228,143,217,4,-251346.80990600586,54749.504135131836
